common_name,scientific_name,start_s,end_s,confidence,label,file_index,filename,file_stem,recording_date,recording_start_time,absolute_timestamp,weather_temp_c,weather_conditions,weather_summary,readable_filename,recording_id,datetime,hour
Arctic Tern,Sterna paradisaea,27714.0,27717.0,0.2928722500801086,Sterna paradisaea_Arctic Tern,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 19:19:47,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Arctic Warbler,Phylloscopus borealis,29232.0,29235.0,0.4617729485034942,Phylloscopus borealis_Arctic Warbler,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:07:12,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Bank Swallow,Riparia riparia,7077.0,7080.0,0.4715615808963775,Riparia riparia_Bank Swallow,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 13:35:50,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Bar-headed Goose,Anser indicus,10605.0,10608.0,0.8260077834129333,Anser indicus_Bar-headed Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 14:34:38,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Black Woodpecker,Dryocopus martius,8823.0,8826.0,0.3936589360237121,Dryocopus martius_Black Woodpecker,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 02:27:03,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Black-bellied Plover,Pluvialis squatarola,41268.0,41271.0,0.4349128305912018,Pluvialis squatarola_Black-bellied Plover,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:27:48,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Black-headed Gull,Chroicocephalus ridibundus,5088.0,5091.0,0.5128580331802368,Chroicocephalus ridibundus_Black-headed Gull,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 13:02:41,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Black-legged Kittiwake,Rissa tridactyla,25818.0,25821.0,0.3200206458568573,Rissa tridactyla_Black-legged Kittiwake,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 07:10:18,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Boreal Owl,Aegolius funereus,28866.0,28869.0,0.3343629837036133,Aegolius funereus_Boreal Owl,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 20:26:32,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Brambling,Fringilla montifringilla,32277.0,32280.0,0.6833499073982239,Fringilla montifringilla_Brambling,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:57:57,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Brant,Branta bernicla,18618.0,18621.0,0.6638275384902954,Branta bernicla_Brant,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 05:10:18,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Canada Goose,Branta canadensis,44319.0,44322.0,0.6374825835227966,Branta canadensis_Canada Goose,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 12:18:39,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Carrion Crow,Corvus corone,27471.0,27474.0,0.7567083835601807,Corvus corone_Carrion Crow,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 07:37:51,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Common Buzzard,Buteo buteo,40560.0,40563.0,0.3139726817607879,Buteo buteo_Common Buzzard,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:16:00,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Common Crane,Grus grus,20082.0,20085.0,0.7632269263267517,Grus grus_Common Crane,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 18:00:08,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Common Goldeneye,Bucephala clangula,20886.0,20889.0,0.2648724913597107,Bucephala clangula_Common Goldeneye,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 17:25:59,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Common Grasshopper-Warbler,Locustella naevia,28815.0,28818.0,0.8865875601768494,Locustella naevia_Common Grasshopper-Warbler,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:00:15,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Common House-Martin,Delichon urbicum,5589.0,5592.0,0.329817920923233,Delichon urbicum_Common House-Martin,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 13:58:35,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Common Loon,Gavia immer,28869.0,28872.0,0.5989507436752319,Gavia immer_Common Loon,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 20:26:35,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Common Quail,Coturnix coturnix,9606.0,9609.0,0.4564340114593506,Coturnix coturnix_Common Quail,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 02:40:06,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Common Raven,Corvus corax,20694.0,20697.0,0.2624345421791076,Corvus corax_Common Raven,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 18:10:20,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Common Redpoll,Acanthis flammea,42162.0,42165.0,0.4994414746761322,Acanthis flammea_Common Redpoll,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 11:42:42,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Common Sandpiper,Actitis hypoleucos,15243.0,15246.0,0.9784222841262816,Actitis hypoleucos_Common Sandpiper,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 16:39:29,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Common Scoter,Melanitta nigra,39888.0,39891.0,0.4819347262382507,Melanitta nigra_Common Scoter,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:04:48,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Common Snipe,Gallinago gallinago,18816.0,18819.0,0.5076087713241577,Gallinago gallinago_Common Snipe,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:51:29,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Common Tern,Sterna hirundo,41292.0,41295.0,0.3062166273593902,Sterna hirundo_Common Tern,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:28:12,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Corn Crake,Crex crex,26580.0,26583.0,0.2719783782958984,Crex crex_Corn Crake,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 07:23:00,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Dunlin,Calidris alpina,17913.0,17916.0,0.403543621301651,Calidris alpina_Dunlin,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 17:23:59,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Dunnock,Prunella modularis,32583.0,32586.0,0.2847785055637359,Prunella modularis_Dunnock,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 09:03:03,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Blue Tit,Cyanistes caeruleus,28992.0,28995.0,0.7104076147079468,Cyanistes caeruleus_Eurasian Blue Tit,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:03:12,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Coot,Fulica atra,43830.0,43833.0,0.6279417872428894,Fulica atra_Eurasian Coot,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 12:10:30,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Curlew,Numenius arquata,15798.0,15801.0,0.6661829948425293,Numenius arquata_Eurasian Curlew,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 16:48:44,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Eurasian Eagle-Owl,Bubo bubo,43653.0,43656.0,0.3814470171928406,Bubo bubo_Eurasian Eagle-Owl,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 12:07:33,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Eurasian Jay,Garrulus glandarius,44007.0,44010.0,0.468063622713089,Garrulus glandarius_Eurasian Jay,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 12:13:27,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Magpie,Pica pica,5073.0,5076.0,0.882946789264679,Pica pica_Eurasian Magpie,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 13:02:26,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Eurasian Moorhen,Gallinula chloropus,2496.0,2499.0,0.542025625705719,Gallinula chloropus_Eurasian Moorhen,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 13:07:02,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Eurasian Nutcracker,Nucifraga caryocatactes,22068.0,22071.0,0.8904567360877991,Nucifraga caryocatactes_Eurasian Nutcracker,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 06:07:48,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Oystercatcher,Haematopus ostralegus,12087.0,12090.0,0.6740541458129883,Haematopus ostralegus_Eurasian Oystercatcher,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 14:59:20,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Eurasian Pygmy-Owl,Glaucidium passerinum,10815.0,10818.0,0.6462499499320984,Glaucidium passerinum_Eurasian Pygmy-Owl,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 03:00:15,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Eurasian Woodcock,Scolopax rusticola,31257.0,31260.0,0.9260644912719728,Scolopax rusticola_Eurasian Woodcock,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:40:57,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
European Golden-Plover,Pluvialis apricaria,40905.0,40908.0,0.3028083741664886,Pluvialis apricaria_European Golden-Plover,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:21:45,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
European Greenfinch,Chloris chloris,31359.0,31362.0,0.7284049391746521,Chloris chloris_European Greenfinch,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:42:39,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
European Robin,Erithacus rubecula,32253.0,32256.0,0.5534208416938782,Erithacus rubecula_European Robin,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:57:33,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
European Storm-Petrel,Hydrobates pelagicus,17667.0,17670.0,0.3907239735126495,Hydrobates pelagicus_European Storm-Petrel,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 04:54:27,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Fieldfare,Turdus pilaris,24174.0,24177.0,0.43946173787117,Turdus pilaris_Fieldfare,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 06:42:54,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Gadwall,Mareca strepera,4725.0,4728.0,0.306615948677063,Mareca strepera_Gadwall,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 13:44:11,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Gray Heron,Ardea cinerea,28485.0,28488.0,0.9886121153831482,Ardea cinerea_Gray Heron,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 20:20:11,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Gray Partridge,Perdix perdix,2532.0,2535.0,0.4978450238704681,Perdix perdix_Gray Partridge,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 13:07:38,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Gray Wagtail,Motacilla cinerea,27846.0,27849.0,0.6414146423339844,Motacilla cinerea_Gray Wagtail,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 07:44:06,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Graylag Goose,Anser anser,17643.0,17646.0,0.9911367893218994,Anser anser_Graylag Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 16:31:56,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Great Bittern,Botaurus stellaris,41910.0,41913.0,0.9132727980613708,Botaurus stellaris_Great Bittern,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 11:38:30,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Great Black-backed Gull,Larus marinus,34350.0,34353.0,0.2650857865810394,Larus marinus_Great Black-backed Gull,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 09:32:30,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Great Gray Shrike,Lanius excubitor,23088.0,23091.0,0.4330466091632843,Lanius excubitor_Great Gray Shrike,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 06:24:48,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Great Snipe,Gallinago media,31848.0,31851.0,0.95735764503479,Gallinago media_Great Snipe,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 20:28:41,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Greater White-fronted Goose,Anser albifrons,13698.0,13701.0,0.7362827658653259,Anser albifrons_Greater White-fronted Goose,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 15:26:11,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Herring Gull,Larus argentatus,40422.0,40425.0,0.5044676661491394,Larus argentatus_Herring Gull,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:13:42,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Hooded Crow,Corvus cornix,8568.0,8571.0,0.8015146255493164,Corvus cornix_Hooded Crow,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 14:00:41,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Lapland Longspur,Calcarius lapponicus,42906.0,42909.0,0.4524809122085571,Calcarius lapponicus_Lapland Longspur,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:55:06,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Lesser Spotted Woodpecker,Dryobates minor,14625.0,14628.0,0.8495276570320129,Dryobates minor_Lesser Spotted Woodpecker,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 04:03:45,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Little Bunting,Emberiza pusilla,28917.0,28920.0,0.5060760378837585,Emberiza pusilla_Little Bunting,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:01:57,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Mallard,Anas platyrhynchos,6456.0,6459.0,0.7532699108123779,Anas platyrhynchos_Mallard,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 13:25:29,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Manx Shearwater,Puffinus puffinus,12099.0,12102.0,0.4864032566547394,Puffinus puffinus_Manx Shearwater,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 03:21:39,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Meadow Pipit,Anthus pratensis,40425.0,40428.0,0.7172338366508484,Anthus pratensis_Meadow Pipit,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 11:13:45,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Mistle Thrush,Turdus viscivorus,24924.0,24927.0,0.4820084571838379,Turdus viscivorus_Mistle Thrush,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 06:55:24,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Northern Lapwing,Vanellus vanellus,5760.0,5763.0,0.6621115207672119,Vanellus vanellus_Northern Lapwing,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 14:01:26,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Ortolan Bunting,Emberiza hortulana,4389.0,4392.0,0.3355682790279388,Emberiza hortulana_Ortolan Bunting,3,245AAA0563ED3DA7_20251014_122526.WAV,245AAA0563ED3DA7_20251014_122526,2025-10-14,12:25:26,2025-10-14 13:38:35,11,"Broken clouds, improving","Clearing, drier",2025-10-14_Afternoon_BrokenClouds_11C,,,
Pine Grosbeak,Pinicola enucleator,43296.0,43299.0,0.8252786993980408,Pinicola enucleator_Pine Grosbeak,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 12:01:36,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Pink-footed Goose,Anser brachyrhynchus,43503.0,43506.0,0.9741592407226562,Anser brachyrhynchus_Pink-footed Goose,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 12:05:03,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Red Crossbill,Loxia curvirostra,28365.0,28368.0,0.2794416844844818,Loxia curvirostra_Red Crossbill,1,245AAA0563ED3DA7_20251013_113753.WAV,245AAA0563ED3DA7_20251013_113753,2025-10-13,11:37:53,2025-10-13 19:30:38,7-11,"Light rain, drizzle, fog","Damp, foggy, low visibility",2025-10-13_Morning_LightRain_7-11C,,,
Red-breasted Flycatcher,Ficedula parva,28923.0,28926.0,0.901174008846283,Ficedula parva_Red-breasted Flycatcher,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:02:03,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Red-throated Loon,Gavia stellata,27099.0,27102.0,0.3042365610599518,Gavia stellata_Red-throated Loon,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 07:31:39,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Redwing,Turdus iliacus,25530.0,25533.0,0.7830180525779724,Turdus iliacus_Redwing,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 07:05:30,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Reed Bunting,Emberiza schoeniclus,35949.0,35952.0,0.2931766510009765,Emberiza schoeniclus_Reed Bunting,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 09:59:09,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Richard's Pipit,Anthus richardi,30885.0,30888.0,0.9399092197418212,Anthus richardi_Richard's Pipit,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 08:34:45,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Ring-necked Pheasant,Phasianus colchicus,43569.0,43572.0,0.6621363162994385,Phasianus colchicus_Ring-necked Pheasant,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 12:06:09,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
River Warbler,Locustella fluviatilis,26664.0,26667.0,0.2537513673305511,Locustella fluviatilis_River Warbler,2,245AAA0563ED3DA7_20251014_000000.WAV,245AAA0563ED3DA7_20251014_000000,2025-10-14,00:00:00,2025-10-14 07:24:24,11,"Light rain, passing clouds",Light rain overnight,2025-10-14_Night_LightRain_11C,,,
Rook,Corvus frugilegus,33294.0,33297.0,0.8196960091590881,Corvus frugilegus_Rook,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 09:14:54,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
Snow Bunting,Plectrophenax nivalis,42909.0,42912.0,0.8968643546104431,Plectrophenax nivalis_Snow Bunting,4,245AAA0563ED3DA7_20251015_000000.WAV,245AAA0563ED3DA7_20251015_000000,2025-10-15,00:00:00,2025-10-15 11:55:09,10-11,"Passing clouds, broken clouds","Partly cloudy, unsettled",2025-10-15_Night_PartlyCloudy_10-11C,,,
